description,category,subcategory,priority
Network monitoring alert: Interface errors affecting network pipe at main office affecting network performance,NETWORK,Connectivity,3
"NET: Not sure if it's just one department, but the WiFi channel has Weak signal strength",NETWORK,WiFi,1
"NET: Not sure if it's just one department, but the WAN link has Bandwidth saturation",NETWORK,Connectivity,3
Network notification: Unprecedented problems with WAN link today. Confirmed as Intermittent connectivity,NETWORK,Connectivity,3
NET: Slow file transfer reported in network metrics at main office - creating access issues,NETWORK,Network Performance,2
NET access: Can't access shared resources via address space - reports 'network error' related to DHCP server failure,NETWORK,IP Addressing,1
NETWORK/Physical Connectivity: EMI interference detected during patch panel monitoring at corporate headquarters,NETWORK,Physical Connectivity,1
NET: Cable attenuation reported in patch connections at satellite office - causing service disruption,NETWORK,Physical Connectivity,4
"NET-Network Performance: The network throughput is experiencing issues, users reporting Protocol performance issues",NETWORK,Network Performance,3
Network incident: Something's wrong with the domain name system - diagnostic confirmed DNS propagation delay,NETWORK,DNS,3
Network ticket: Getting 'no internet access' on all devices connected to FQDN resolution. Root cause: DNS propagation delay,NETWORK,DNS,3
NET ticket: Cable attenuation in physical medium at client site requiring network team attention,NETWORK,Physical Connectivity,1
NET ticket: Channel congestion in RF environment at corporate headquarters requiring network team attention,NETWORK,WiFi,3
"NETWORK URGENT: The transit network is down, and teams have deadlines! Issue identified as Port failure",NETWORK,Connectivity,3
NETWORK ALERT: IP allocation failure detected in manufacturing floor network addressing causing packet drops,NETWORK,IP Addressing,3
NET FYI: Wanted to inform you that the network services is down because of VPN capacity overload,NETWORK,Enterprise Services,2
Network ticket: Getting 'no internet access' on all devices connected to OSI layer 1-3 issue. Root cause: Switch port error,NETWORK,Connectivity,1
Network support: Been trying to connect to TCP/IP stack for hours. Diagnosed as NAT configuration error,NETWORK,IP Addressing,3
"NETWORK URGENT: The wireless spectrum is down, and teams have deadlines! Issue identified as Channel congestion",NETWORK,WiFi,4
Network monitoring alert: IP address conflict affecting CIDR block at client site leading to timeout errors,NETWORK,IP Addressing,3
NET inquiry: What's wrong with the copper/fiber link? Showing symptoms of Network jack damage,NETWORK,Physical Connectivity,2
Urgent network ticket: DNS cache poisoning detected on DNS zone at branch location,NETWORK,DNS,1
Network monitoring alert: Active Directory connectivity failure affecting business connectivity at satellite office creating access issues,NETWORK,Enterprise Services,2
Network VPN: DNS hierarchy keeps disconnecting every few minutes due to Zone transfer error,NETWORK,DNS,3
Network helpdesk: Would you mind looking into the WAN link issues? Related to Bandwidth saturation,NETWORK,Connectivity,1
NETWORK incident: Name server unavailable related to domain name system causing service disruption at main office,NETWORK,DNS,2
NETWORK: IP schema keeps dropping every few minutes. Network team confirmed IP allocation failure,NETWORK,IP Addressing,3
NETWORK frustration: This is impacting productivity - copper/fiber link needs attention! Issue: Physical media converter failure,NETWORK,Physical Connectivity,1
NETWORK: Everything is timing out - traffic patterns appears to have QoS misconfiguration,NETWORK,Network Performance,3
Network helpdesk: Would you mind looking into the nameserver configuration issues? Related to Recursive query failure,NETWORK,DNS,1
"Network issue: traffic engineering was fine yesterday, now experiencing High round-trip time",NETWORK,Network Performance,2
"Network status: physical medium says 'connected, no internet' because of Ground loop issue",NETWORK,Physical Connectivity,4
NET ticket: Bad network cable in patch connections at remote site requiring network team attention,NETWORK,Physical Connectivity,1
Network VPN: enterprise application keeps disconnecting every few minutes due to Application server network issue,NETWORK,Enterprise Services,3
NET ticket: Duplex mismatch in core routing at corporate headquarters requiring network team attention,NETWORK,Connectivity,4
NET FYI: Wanted to inform you that the patch panel is down because of Cable disconnection,NETWORK,Physical Connectivity,3
Network ticket: Getting 'no internet access' on all devices connected to enterprise application. Root cause: Video conferencing service down,NETWORK,Enterprise Services,2
Network team: Please help with DNS protocol problems. Symptoms point to DNS resolution failure,NETWORK,DNS,1
Urgent network ticket: Print server connectivity detected on corporate network at corporate headquarters,NETWORK,Enterprise Services,3
Urgent network ticket: Exchange server network issues detected on corporate network at satellite office,NETWORK,Enterprise Services,2
NET access: Can't access shared resources via network termination - reports 'network error' related to Ground loop issue,NETWORK,Physical Connectivity,2
"NETWORK URGENT: The traffic engineering is down, and teams have deadlines! Issue identified as Slow network response",NETWORK,Network Performance,2
NET alert: Can't connect to the copper/fiber link - says 'unreachable' due to Cable disconnection,NETWORK,Physical Connectivity,4
Network VPN: bandwidth utilization keeps disconnecting every few minutes due to High round-trip time,NETWORK,Network Performance,1
Urgent network ticket: IP address conflict detected on address space at warehouse,NETWORK,IP Addressing,3
NET ticket: SSO service disruption in business connectivity at warehouse requiring network team attention,NETWORK,Enterprise Services,2
Network emergency: physical layer is completely dead - need immediate help! Cause: Port physical damage,NETWORK,Physical Connectivity,1
NET priority: Please fix patch panel ASAP - teams can't work due to Connector damage,NETWORK,Physical Connectivity,2
NET inquiry: What's wrong with the network metrics? Showing symptoms of QoS misconfiguration,NETWORK,Network Performance,1
"Network status: CIDR block says 'connected, no internet' because of DHCP scope depletion",NETWORK,IP Addressing,2
Network emergency: mission-critical applications is completely dead - need immediate help! Cause: SSO service disruption,NETWORK,Enterprise Services,3
NETWORK: Everything is timing out - network pipe appears to have Intermittent connectivity,NETWORK,Connectivity,2
NET support needed: Keep losing connection to network pipe. Suspected Packet loss,NETWORK,Connectivity,4
NET access: Can't access shared resources via corporate network - reports 'network error' related to Print server connectivity,NETWORK,Enterprise Services,2
NET performance: Users losing patience with slow network metrics connection caused by Network throttling,NETWORK,Network Performance,3
NETWORK: Everything is timing out - FQDN resolution appears to have Recursive query failure,NETWORK,DNS,3
"NET: Not sure if it's just one department, but the subnet topology has IP allocation failure",NETWORK,IP Addressing,3
NET ticket: IP routing loop in address space at satellite office requiring network team attention,NETWORK,IP Addressing,2
NET priority: Please fix physical medium ASAP - teams can't work due to EMI interference,NETWORK,Physical Connectivity,2
NET performance: Users losing patience with slow DNS zone connection caused by DNSSEC validation error,NETWORK,DNS,2
Network helpdesk: Would you mind looking into the transit network issues? Related to MTU misconfiguration,NETWORK,Connectivity,2
Network helpdesk: Would you mind looking into the wireless network issues? Related to Authentication failure,NETWORK,WiFi,3
Network emergency: network QoS is completely dead - need immediate help! Cause: QoS misconfiguration,NETWORK,Network Performance,4
NETOPS: business systems is crawling! Investigation shows Print server connectivity,NETWORK,Enterprise Services,2
NET support needed: Keep losing connection to wireless spectrum. Suspected SSID not broadcasting,NETWORK,WiFi,3
NET performance: Users losing patience with slow traffic engineering connection caused by Bandwidth bottleneck,NETWORK,Network Performance,3
NET priority: Please fix patch connections ASAP - teams can't work due to Cable attenuation,NETWORK,Physical Connectivity,2
NET: Can't even load internal sites - CIDR block showing signs of IP address conflict,NETWORK,IP Addressing,3
NET ticket: File sharing service disruption in mission-critical applications at branch location requiring network team attention,NETWORK,Enterprise Services,3
Network ticket: Getting 'no internet access' on all devices connected to network QoS. Root cause: Memory buffer exhaustion,NETWORK,Network Performance,3
Network incident: Something's wrong with the IP allocation - diagnostic confirmed DNS resolution failure,NETWORK,IP Addressing,1
Network incident: Something's wrong with the core routing - diagnostic confirmed Switch port error,NETWORK,Connectivity,3
